operInstNm,pstTtlNm,pstRegYmd,pstCn
한국청소년활동진흥원,"한국청소년활동진흥원, 국민체육진흥공단 연계 현장체험 레저스포츠캠프성료",20241022,"국립평창청소년수련원 프로그램 참여자 모습 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기은 국민체육진흥공단KSPO, 이사장 조현재과 함께 진행한 2024년 레저스포츠 현장체험프로그램이하 레저스포츠캠프이 성황리에 마무리되었다고 전했다. 이번 레저스포츠캠프는 문화체육관광부와 국민체육진흥공단의 재정후원으로 진행됐다. 레저스포츠 여가문화를 확산하고 신체활동의 즐거움을 느낄 수 있도록 취약계층 청소년과 그 가족을 대상으로 운영됐다. 국립평창청소년수련원과 KSPO 스포츠가치센터를 중심으로 총 6회국립평창청소년수련원 4회, 스포츠가치센터 2회에 걸쳐 진행됐다. 인구감소지역의 청소년을 포함해 다문화 청소년, 한부모 가정 청소년, 저소득 가정 청소년 등 약 600명의 취약계층 청소년과 그 가족들이 레저스포츠캠프에 참여했다. 이번 레저스포츠캠프에는 챌린지활동, 인공암벽, 집라인, 양궁, 국궁 등의 다양한 레저스포츠활동이 마련됐다. 참가자들은 레저스포츠를 통해 자신의 신체 능력이 향상되는 것을 직접 느낄 수 있었다, 가족과 함께 활동하며 소중한 추억을 만들고, 앞으로도 지속적으로 건강을 위한 레저활동을 즐기고 싶다는 등의 만족감을 드러냈다. 국립평창청소년수련원 이일현 원장은 야외모험 활동 전문기관인 국립평창청소년수련원에서 레저스포츠 활동 체험의 경험이 가족들과 청소년들에게 좋은 경험과 추억이 되었길 바란다라며 국립평창청소년수련원은 청소년과 가족 등의 레저스포츠활동을 비롯한 야외모험 활동의 다양한 사업을 확대하겠다라고 전했다. 레저스포츠캠프는 앞으로도 취약계층 청소년을 대상으로 다양한 프로그램을 지속해서 확대 운영 할 계획이며, 청소년들의 건강 증진과 가족 간의 유대 강화에 더욱 힘쓸 예정이다."
한국청소년활동진흥원,"국립청소년생태센터, 지역 주민 누구나 이용할 수 있는 당일형 생태체험생태센터 개방의 날운영",20241022,"국립청소년생태센터 개방의 날 운영 모습 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기이 운영하는 국립청소년생태센터원장 오재법, 이하 생태센터는 지난 10월 19일토 지역 주민 누구나 이용할 수 있는 생태센터 개방의 날을 운영했다고 전했다. 개방의 날 행사는 생태센터 강의실생태 체험 프로그램 운영 공간, 놀이실생태 관련 도서, 보드게임 등이 비치된 생태 놀이실, 전시실미디어아트, 곤충비바리움, 홀로그램 생물 관찰 등을 할 수 있는 자율형 생태 체험장 등의 시설을 둘러볼 수 있는 생태센터 둘러보기와 을숙도의 식물, 곤충, 조류 등의 프로그램을 체험해 볼 수 있는 생태센터 맛보기로 진행됐다. 가족을 대상으로 운영된 생태센터 개방의 날은 지난달 28일에 처음 시작했다. 2회차는 10월 19일토에 진행됐으며 11월 2일토과 11월 16일토에 3회차와 4회차가 운영된다. 생태센터 개방의 날은 올해 시범운영 후 내년부터 매월 첫째, 셋째 주 토요일에 정례화하여 운영할 예정이다. 시설 개방 범위를 확장실험실, 탐조대 등 추가 개방할 뿐만 아니라 식물곤충조류 분야 등 월별로 테마가 있는 프로그램을 운영할 예정이며, 에코아카데미 등 청소년의 관심을 이끌만한 생태관련 심화 체험활동을 운영할 계획이다. 오재법 원장은 도심 속 을숙도를 방문한 지역 주민 누구나, 언제나 이용할 수 있는 공간이 될 수 있도록 생태센터 개방의 날 운영을 점진적으로 확대해 나가겠다라고 밝혔다."
한국청소년활동진흥원,"한국청소년활동진흥원, 청소년기관 종사자 마음신체건강 챙긴다",20241018,"한국청소년활동진흥원이사장 손연기은 오는 11월 18일까지 전국 46개 청소년기관 종사자 588명을 대상으로 직무 스트레스를 줄이는 EAP를 시작했다. 사진은 경기 용인시청소년미래재단의 한 직원이 근골격질환 예방 프로그램에 참여하고 있는 모습. 사진 제공한국청소년활동진흥원 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 청소년기관 종사자 근로자지원프로그램Employee Assistance Program, EAP 지원사업을 추진한다고 밝혔다. EAP는 직무 스트레스와 개인적 어려움을 해결하기 위한 프로그램이다. 진흥원은 올해 청소년기관 종사자 대상 정신신체건강 증진을 위한 지원사업에 전국 588명의 종사자가 참여한다고 전했다. 이번 EAP는 청소년기관 종사자의 특성을 고려한 스트레스 자가진단 마음건강 진단 및 전문 상담 근골격계 예방 활동으로 구성되었다. 스트레스 자가진단은 스트레스 진단 플랫폼에 언제든 접속해 종사자가 직무 스트레스 요인, 소진 및 번아웃, 감정노동을 스스로 진단할 수 있다. 마음건강 진단은 전문 상담사가 청소년기관으로 찾아가 11 직무 스트레스 진단과 상담을 진행한다. 고위험군의 경우 정신건강의학과 전문의나 심리상담 전문가와 연계해 개별 상담까지 진행된다. 청소년기관 종사자의 근무 여건을 고려해 직군별 맞춤형 패시브 근골격 스트레칭 프로그램을 실시하며, 이와 더불어 마음신체건강 전문 영상 콘텐츠를 통해 지속적으로 관리할 수 있도록 지원한다. 손연기 이사장은 이번 EAP 지원사업으로 청소년기관 종사자가 건강한 정신적신체적 상태를 유지하고, 궁극적으로 청소년에게 양질의 청소년활동 서비스를 제공할 수 있을 것으로 기대한다고 전했다."
한국청소년활동진흥원,한국청소년활동진흥원주엘비에스테크 장애인 이동권 개선을 위해 맞손,20241018,"과 이시완 엘비에스테크 대표이사우측가 업무협약 체결 기념 촬영을 하고 있다. 손연기 한국청소년활동진흥원 이사장좌측과 이시완 엘비에스테크 대표이사우측가 업무협약 체결 기념 촬영을 하고 있다. 사진 한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 10월 17일 엘비에스테크대표이사 이시완, 이하 엘비에스테크와 장애인의 이동권을 보장을 위한 업무협약을 체결했다고 밝혔다. 본 협약을 통하여 양 기관은 청소년과 함께하는 자원봉사활동 협력 운영 GIS 데이터를 활용한 장애인 이동권 데이터 축적 및 활용 기타 양 기관이 이행하는 사회공헌활동에 필요한 사항에 대해 상호 협력할 예정이다. 진흥원은 국립청소년시설과 청소년자원봉사DOVOL 시스템을 기반으로 장애인 도보 내비게이션의 고도화 작업을 지원한다. 자원봉사 활동에 참여하고 싶은 청소년과 임직원은 휴대전화에 전용 앱로드스캐너을 설치하여 장애인이 출입 가능한 건물 정보를 수집, 건물 출입구와 보행장해물 등의 사진을 찍어 업로드 하는 방식으로 참여할 수 있다. 진흥원은 자원봉사 활동으로 수집한 데이터를 공공데이터포털에 제공하여 교통약자를 위한 빅데이터 구축에 기여할 예정이다. 손연기 이사장은 이번 협약을 통해 보행 약자의 이동권 증진에 조금이나마 도움을 보태게 되어 기쁘다며, 자원봉사활동을 통해 장애인 이동권의 중요성에 대한 의식이 확산되기를 바란다고 전했다."
한국청소년활동진흥원,"국립청소년해양센터, 신임 조경래 원장 취임",20241018,"국립청소년해양센터에서 조경래 원장 취임식 후 단체사진을 찍고 있다. 사진국립청소년해양센터 한국청소년활동진흥원이사장 손연기은 10월 16일 국립청소년해양센터원장 조경래, 이하 해양센터의 제6대 신임 원장으로 조경래 원장을 임명했다고 밝혔다. 조경래 신임 원장은 청소년 활동 및 해양 교육에 기여하며 해양센터의 비전과 목표를 실현하기 위해 부임했다. 경상북도청소년수련원 원장 등을 역임하며 청소년들의 창의적 성장을 지원하고, 청소년 유관 기관과의 네트워크 형성에 힘써왔다. 향후 2년간 미래 청소년 블루리더 양성을 지원할 계획이다. 취임식에서 조경래 원장은 청소년 활동의 발전을 위해 애쓰고 있는 관계자들에게 격려의 마음을 전했다. 조경래 원장은 해양센터의 발전과 새로운 도약을 위해 힘쓰는 것에 지원을 아끼지 않겠다라며 청소년들이 해양 분야에 관심을 가지고 해양인재로 성장하는 데에 이바지하겠다라고 포부를 밝혔다."
한국청소년활동진흥원,"국립청소년바이오생명센터, 사제동행캠프 성황리 운영",20241016,"사제동행 동거동락 캠프에 참여하는 청소년들사진국립청소년바이오생명센터 한국청소년활동진흥원이사장 손연기이 운영하는 국립청소년바이오생명센터원장 천왕우, 이하 바이오생명센터는 전북교육인권센터와 협력하여 교권 회복과 학생 인권 존중을 목적으로 진행중인 사제동행캠프가 성공적으로 운영되고 있다고 전했다. 이 캠프는 교사와 학생 간의 소통을 활성화하고, 상호 존중을 바탕으로 한 건강한 교육 환경을 조성하기 위한 프로그램이다. 사제동행캠프는 4월부터 11월까지 다양한 주제의 프로그램으로 운영되고 있다. 사제 간의 친밀감을 높이는 아이스브레이킹 활동과 자연 속에서 함께하는 농생명 치유 프로그램 등으로 구성돼있다. 특히 사제가 함께 참여하는 토론연극은 서로의 입장을 이해하고 존중하는 기회를 제공해 참가자의 많은 호응을 얻고 있다. 참가자들은 학생과 교사 모두 캠프를 통해 신뢰를 쌓고 서로를 깊이 이해할 수 있는 시간을 가졌다며 이번 캠프에 매우 만족한다는 반응이 주를 이뤘다. 사제동행캠프는 교사와 학생의 관계 회복에 중점을 두고 운영된다. 11월까지 총 21개교가 참여한다. 바이오생명센터 관계자는 이번 캠프를 통해 교사와 학생이 서로를 이해하고 존중하는 문화를 만들고자 했다라며 앞으로도 사제 간의 관계 회복과 함께 모두가 존중받는 교육 환경을 조성하는 데 힘쓸 것이라고 밝혔다. 사제동행캠프는 교권과 학생 인권이 조화를 이루는 미래지향적 교육의 일환으로, 교육계에 긍정적인 변화를 가져오고 있다."
한국청소년활동진흥원,"국립청소년바이오생명센터, 제6대 신임 김성학 원장 취임",20241016,"국립청소년바이오생명센터 김성학 원장이 취임사를 밝히고 있다제공국립청소년바이오생명센터 한국청소년활동진흥원이사장 손연기이 운영하는 국립청소년바이오생명센터원장 김성학, 이하 바이오생명센터는 제6대 신임 원장으로 김성학 원장이 취임했다고 밝혔다. 김성학 원장은 청소년 육성분야의 풍부한 경력을 바탕으로 향후 2년간 바이오생명센터의 청소년교육 및 연구 프로그램을 한층 강화하여 미래 바이오 인재 양성에 기여할 계획이다. 김성학 원장은 취임사에서 바이오생명센터의 새로운 도약을 위해 최선을 다하고 직원들과 함께 고민하면서 방향성을 제시하겠다라며 청소년들에게 바이오 생명과학 분야에 대한 흥미와 도전 정신을 심어줄 수 있는 다양한 교육 프로그램을 제공할 것이라고 포부를 밝혔다. 국립청소년바이오생명센터는 지난 6월 기관명칭을 국립청소년농생명센터에서 국립청소년바이오생명센터로 새롭게 변경, 운영하고 있다."
한국청소년활동진흥원,"국립청소년생태센터, 부산광역시 16개 구군 진로교육지원센터와 업무협약 체결",20241016,"진로교육지원센터 업무협약 체결 모습 국립청소년생태센터, 부산광역시 16개 구군 진로교육지원센터 업무협약 체결 모습사진 국립청소년생태센터 제공 한국청소년활동진흥원이사장 손연기이 운영하는 국립청소년생태센터원장 오재법, 이하 생태센터는 부산광역시 16개 구군 진로교육지원센터와 지난 15일 청소년 진로교육 운영 활성화를 위한 업무협약을 체결했다. 업무협약식에는 생태센터 오재법 원장과 부산광역시 16개 구군 진로교육지원센터해운대구, 사하구, 사상구, 기장군, 영도구, 북구, 동래구, 동구, 금정구, 남구, 강서구, 부산진구, 수영구, 연제구, 중구, 서구센터장 등 관계자 40명이 참석했다. 이번 협약으로 생태센터와 부산광역시 16개 구군 진로교육지원센터는 지역발전 및 우수한 지역인재 양성의 중요성에 대해 인식을 같이하여 진로 및 생태교육과 관련한 다양한 프로그램 개발 및 운영 등을 상호 협력해 나갈 예정이다. 주요 협약 내용은 부산지역 학생들의 진로진학 프로그램 운영에 필요한 인적물적 자원 협력 진로 체험 프로그램 및 진학 정보 자료 제공 등 프로그램 내실화를 위한 노력 부산지역 학생들의 역량 증진과 자유학기제 체험활동 지원을 위한 다양한 진로 및 생태 교육 프로그램 개발 및 운영 협력 진로 및 생태교육과 관련한 프로그램 개발 및 제공에 대한 상호 협력 등이다. 생태센터 오재법 원장은 이번 협약을 계기로 국립청소년생태센터와 부산광역시 16개 구군 진로교육지원센터가 청소년 진로 체험 분야에서 적극적으로 협력하게 됐다라며 부산지역 청소년들의 진로교육 운영 활성화 및 역량 증진을 위한 다양한 활동을 확대할 수 있도록 노력하겠다라고 전했다."
한국청소년활동진흥원,청소년의 꿈과 우편이 함께하는 협업전시 함께해요!,20241015,"국립청소년시설에서 운영하고 있는 협업전시공간 모습이다. 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기은 한국우편사업진흥원과 청소년을 위한 특별한 협업을 실시했다. 국립청소년시설 5개소에 문화, 우주, 해양, 생명, 환경, 그리고 청소년의 꿈을 주제로 우표와 청소년활동을 결합한 기획전시가 10월 14일월부터 열린다. 이번 전시를 통해 청소년들은 우표를 활용한 체험형 전시와 편지쓰기에 참여할 수 있으며, 청소년의 꿈을 담은 편지쓰기 공모전 우수작도 함께 전시된다. 본 전시는 12월 말까지 상시 운영되며 5개 국립청소년시설국립중앙청소년수련원충남 천안, 국립청소년우주센터전남 고흥, 국립청소년바이오생명센터전북 김제, 국립청소년해양센터경북 영덕, 국립청소년미래환경센터전북 봉화에서 관람과 체험을 할 수 있다. 손연기 이사장은 한국우편사업진흥원과의 전시 협업을 통해 청소년들은 자신의 꿈을 표현하고 성장할 수 있는 기회가 될 것이라며 앞으로 관계기관과 의미 있는 협업이 더 많이 이루어질 수 있도록 노력하겠다라고 밝혔다."
한국청소년활동진흥원,"한국청소년활동진흥원, 2024년 청소년지도자 K원정대 국외연수 성료",20241011,"2024년 청소년지도자 K원정대 국외연수 운영사진사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기은 글로벌 청소년 활동의 리더, K리더십으로 세계의 청소년을 만나다 주제로 대한민국을 대표하는 우수 청소년지도자 7명을 선발하여 지난 9월 23일부터 28일까지 5박6일간 말레이시아 쿠알라룸푸르에서 청소년활동을 성료했다고 밝혔다. 이번 2024년 청소년지도자 K원정대 국외연수팀은 말레이시아 청소년체육부KBS와 임팩트말레이시아를 방문하여 현지 청소년 정책과 현지 청소년활동에 대한 이해를 높일 수 있었다. 또한 대한민국의 우수한 청소년활동을 세계 전역으로 알리기 위해 말레이시아 청소년 대상으로 개발된 프로그램을 현지 학교히비스커스 인터내셔널 스쿨에 방문하여 운영을 완료하였다. 참가자 김세미퇴촌청소년문화의집 지도자는 우수한 청소년지도자들이 함께 프로그램을 개발하고 세계의 청소년을 만나 대한민국의 우수한 청소년활동과 문화를 알릴 수 있는 좋은 기회가 되었다라며, 국가를 대표하는 청소년지도자로서 앞으로도 역량 향상은 물론 글로벌 청소년활동 프로그램 모델 개발, 보급을 위해 최선을 다하겠다고 밝혔다."
한국청소년활동진흥원,청소년활동의 디지털 전환을 이끄는 인증수련활동 디지털 선도기관 15곳 선정,20241008,"인증수련활동 디지털 선도기관으로 선정된 가재울청소년센터 청소년 디지털활동 사진사진제공 가재울청소년센터 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 청소년활동 현장에서 디지털 전환이 가속화됨에 따라 이에 앞장 설 인증수련활동 디지털 선도기관을 모집했다고 전했다. 기관 내 디지털 역량과 이를 청소년활동으로 연계할 수 있는 운영 능력 등을 종합적으로 평가하여 수도권 소재의 청소년수련시설 총 15개 기관을 선도기관으로 선정했다. 선정기관 목록 가재울청소년센터서울 서대문구, 강서청소년회관서울 강서구, 광주시청소년수련관경기 광주시, 대방청소년문화의집서울 동작구, 구립 서초유스센터서울 서초구, 시립동대문청소년센터서울 동대문구, 동두천시청소년수련관경기 동두천시, 분당야탑청소년수련관경기 성남시, 송파청소년센터서울 송파구, 시립강북청소년센터서울 강북구, 시립목동청소년센터서울 양천구, 오금청소년센터서울 송파구, 용산청소년문화의집서울 용산구, 펀그라운드 진접경기 남양주시, 하남시청소년수련관경기 하남시 선정된 선도기관을 대상으로 AI 윤리 관련 인증수련활동 보급형프로그램 1차 시범연수를 진행했다. 이후 기관 담당자들 대상으로 가개발된 프로그램을 평가하고 학교연계형 모델 개발을 위한 의견도 수렴했다. 진흥원은 오는 10월 15일 예정된 2차 시범연수의 최종 평가 결과를 반영하여 프로그램 내용을 확정하고 11월 인증위원회에 심의 상정하여 보급형 프로그램으로 지정할 계획이다. AI 윤리 관련 보급형 프로그램은 차년도 디지털 선도기관을 중심으로 학교와 연계하여 정기적으로 운영될 예정이다. AI 윤리 및 디지털 리터러시 교육을 통해 청소년들이 책임감 있고 안전하게 디지털 도구를 활용할 수 있게 돕는 것을 목표로 운영된다. 향후 인증받은 AI 윤리 관련 인증수련활동 보급형프로그램은 청소년활동정보서비스 e청소년www.youth.go.kr에서 확인할 수 있다. e청소년은 청소년, 학부모, 교사 등 국민이 손쉽게 이용할 수 있도록 활동 일자별, 지역별, 내용별, 테마 등으로 관련정보를 구분하여 "
한국청소년활동진흥원,"국립청소년미래환경센터, 영주여자고등학교와 자율형 공립고 2.0 실현을 위한 업무협약MOU 체결",20241008,"을 체결하고 있다 국립청소년미래환경센터와 영주여자고등학교가 업무협약MOU을 체결하고 있다. 사진국립청소년미래환경센터 제공 한국청소년활동진흥원이사장 손연기이 운영하고 있는 국립청소년미래환경센터원장 직무대행 김영무, 이하 미래환경센터는 10월 7일 지역 발전 전략과 연계한 공교육 혁신을 위해 영주여자고등학교교장 김달하와 업무협약MOU을 체결했다. 각 기관은 자율형 공립 고등학교 2.0 추진 및 교육경쟁력 강화를 위한 인적물적 자원 공유 청소년 특성화 사업 발굴 및 운영을 위한 현장 정보 제공 창의융합인재 양성과 공교육 발전을 위한 정보제공 등의 사안에 대해 상호 협력하기로 약속했다. 자율형 공립고 2.0은 자율적 교육 모델 운영으로 공교육 혁신을 실현하기 위해 지자체, 대학, 기업 등과의 협력을 바탕으로 특색 있는 교육 모델을 운영하여 지역 교육 여건을 개선하는 학교다. 2024학년도 전국 40개교를 시작으로 순차적으로 확대될 예정이다. 미래환경센터 김영무 원장 직무대행은 이번 협약으로 지역 소멸 위기가 가속화되는 지역사회 위기에 공동 대응하며, 디지털 대전환 등 미래 사회로 변화하는 지역사회의 인재 양성에 기여하겠다며 앞으로 자율형 공립고 2.0과 연계하여 미래환경센터만의 특색 있는 교육 모델 개발에 철저한 준비를 하겠다고 전했다."
한국청소년활동진흥원,한국청소년활동진흥원 한국재정정보원과 업무협약 체결,20240930,"업무협약 사진 사진한국청소년활동진흥원 제공 한국청소년활동진흥원이사장 손연기, 이하 진흥원은 9월 27일한국재정정보원원장 박용주, 이하 재정원과 국고보조금의 효과적 집행과 관리 강화를 위한 업무협약을 체결했다. 이번 협약을 통해 양 기관은 국가재정사업 관리 및 점검 강화 예산편성 및 집행관리의 효율화 적정한 회계처리 기준 정립 등 국가재정사업 전반을 투명하게 운영하기 위한 상호 협업체계를 구축할 계획이다. 특히 진흥원은 재정원과 공동으로 청소년활동 현장의 국가재정 사업이 본연의 목적을 달성할 수 있도록 사업 운영체계를 비교분석하고, 현장에서 활용할 수 있는 맞춤형 가이드를 개발보급하는 등 국가재정사업의 효율적 관리체계를 지원할 예정이다. 손연기 이사장은 이번 협약을 통해 양 기관의 노하우와 전문성을 기반으로 청소년 국가재정사업의 효율적 관리를 강화하는 한편 청소년활동의 다양한 정책과 사업 활성화에 밑거름이 되길 희망한다라고 밝혔다."
한국청소년활동진흥원,"국립청소년미래환경센터, 따듯한 손으로 작지만 소중한 사회공헌 활동 전개",20240925,"국립청소년미래환경센터 임직원들이 청심환 발대식을 실시 하고 있다. 한국청소년활동진흥원이사장 손연기이 운영하는 국립청소년미래환경센터원장직무대행 김영무, 이하 미래환경센터는 지난 9월 23일 임직원 20여 명과 함께 사회공헌 활동 청심환 발대식을 진행했다. 미래환경센터는 센터에서 시행하는 사회공헌 활동인 청심환은 청소년의 마음으로 환경을 담다의 줄임말로 소속 임직원들은 지역사회를 위해 사회공헌 활동을 전개해 나갈 예정이다. 구체적으로 지역축제 연계 간이 부스 운영 농가 수확철 봉사 및 다과 지원 폐기물 수거 지원 음식활동헬스케어재능기부 운영 등을 진행할 계획이다. 청심환 활동을 하며 모인 사회공헌 기금은 직원의 자발적 기부와 한국청소년활동원에서 11 매칭그랜트 방식으로 모금되어 기금이 조성된다. 미래환경센터 임직원들은 이날 봉화군 억지춘양 전통시장, 춘양터미널, 춘양면 일대를 돌며 무단으로 버려진 쓰레기를 수거하고 깨끗한 지역을 만들기 위한 환경정화 활동을 펼쳤다. 임직원 모두가 깨끗한 춘양면 만들기에 앞장섰다. 김영무 원장직무대행은 작지만 지역사회에 도움이 되기 위해 생활환경을 개선하고 지역 상권에 작은 도움을 준 것 같다라며 지역의 공공기관으로서 사회적 책임을 다하고 아름다운 지역 사회를 만들기 위해 노력해 나갈 계획이라고 전했다."
한국청소년활동진흥원,"국립청소년미래환경센터, 도촌초와 세상을 구하는 먹거리, 세상을 웃게 하는 먹거리! 운영",20240924,"도촌초등학교 학생들이 봉화군의회에 만들어진 저탄소 복숭아 요거트 케이크를 나누고 있다. 한국청소년활동진흥원이사장 손연기이 운영하고 있는 국립청소년미래환경센터원장직무대행 김영무, 이하 미래환경센터는 기후 위기 상황 인지와 대응, 지역민 대상 사회가치 실현을 위해 도촌초등학교와 함께 3회기에 걸쳐 생태전환 교육을 성황리에 마무리했다고 전했다. 도촌초등학교 3 6학년 학생들은 생태전환 교육 프로젝트세상을 구하는 먹거리를 통해 봉화지역을 중심으로 기후 위기 상황을 인지하고 대응하는 방법을 배울 수 있었다. 특히, 로컬 재료봉화영주 복숭아를 활용한 저탄소 복숭화 요거트 케이크를 만들어봄으로써 환경을 위한 바른 먹거리 제작도 실천할 수 있었다. 청소년활동으로 만들어진 저탄소 복숭아 요거트 케이크 간식을 봉화군청, 봉화군 의회, 봉화읍 사무소 등 100여 명에게 나눠주었다. 청소년들은 지역사회에 헌신하는 분들의 노고에 감사 인사를 전하며 동시에 기후 위기에도 많은 관심을 가져줄 것을 당부했다. 이번 활동은 국립청소년미래환경센터 활동협력부 조리사 등 전문 인력이 지역상생을 위해 재능기부를 하는 형태로 진행됐다. 청소년활동으로 만들어진 간식이라는 의미에 더해 맛도 챙기고 기후 위기라는 메시지도 전달함으로써 청소년들에게는 특별한 추억으로 남게 됐다. 김영무 원장직무대행은 도촌초등학교 지역 청소년이 자신이 살고 있는 봉화지역에 기후 위기 인식과 대응할 수 있는 기회가 되었다라며 지역을 위해 헌신하는 지역사회 공동체에 간식을 나누고 기후 위기를 다시 한번 강조하는 계기가 되었다라고 전했다."
한국청소년활동진흥원,한국청소년활동진흥원 금천구 청소년의 성장지원 네트워크 구축을 위한 업무협약 체결,20240923,"손연기 한국청소년활동진흥원 이사장과 유성훈 금천구청장, 백일현 한국청소년정책연구원 원장이 금천구청에서 업무협약을 체결한 후 기념촬영을 하고 있다. 한국청소년활동진흥원이사장 손연기과 금천구청구청장 유성훈, 한국청소년정책연구원원장 백일현은 9월 20일 청소년성장지원협의체 관계자가 모두 모인 가운데 금천구 지역사회 청소년의 성장 지원 환경 마련 및 네트워크 구축을 위한 업무협약을 체결했다고 밝혔다. 이번 협약을 계기로 각 기관은 지역사회 청소년 성장지원을 위한 네트워크 활동 참여 공동연구 및 공동 학술회의 추진 연구개발 자료 및 데이터베이스 교환 기타 양 기관의 발전을 위해 상호협력이 필요한 사항 등에 대해 협력할 예정이다. 한국청소년활동진흥원은 한국청소년정책연구원과 함께 학교 안밖, 활동보호복지 영역 등 서비스 지원 주체 간 경계를 넘어 네트워크 중심의 탄력적 추진체계를 구성하고, 이를 통한 지역사회 청소년 성장지원 모델을 개발하는 사업을 지원하고 있다. 손연기 이사장은 이번 업무협약은 청소년을 위한 성장자원의 발굴 및 협력으로 청소년정책의 실효성을 높이는 계기가 될 것이라며 진흥원은 앞으로도 지역사회와의 긴밀한 협력을 통해 청소년들이 필요로 하는 다양한 지원을 제공할 수 있는 기반 마련에 밑거름이 될 수 있도록 함께 노력하겠다라고 전했다."
한국청소년활동진흥원,국립청소년우주센터 제7대 신임 이현배 원장 취임,20240923,"국립청소년우주센터 제7대 신임 원장 취임식 한국청소년활동진흥원이사장 손연기은 지난 9월 9일 국립청소년우주센터이하 우주센터의 제7대 신임 이현배 원장을 임명했다고 밝혔다. 이현배 원장은 청소년 우주 교육 및 과학 활동의 선도적인 리더로 우주센터의 비전과 목표를 실현하기 위해 새로 부임했다. 향후 2년 간 과학 교육의 혁신과 청소년들의 창의적 성장을 지원할 수 있도록 지원할 예정이다. 이현배 원장은 취임식에서 모든 임직원들과 가치를 찾아 나가며 웃음꽃 넘치는 우주센터를 만들 수 있도록 노력할 것이라며 미래 우주과학 인재 육성을 지원하여 우주센터라는 망원경으로 청소년이 미처 발견하지 못한 새로운 꿈을 찾을 수 있도록 돕겠다라고 포부를 전했다. 우주센터 이현배 원장은 충북대학교와 동 대학원에서 천문우주학을 전공하고 한국천문우주과학관협회 부회장, 국립과천과학관 연구관, 서울시립과학관 전시기획과장, 노원천문우주과학관 관장 등을 역임하며 다양한 과학전시물을 기획하고 천문학의 대중화를 위해 힘써왔다."
한국청소년활동진흥원,"한국청소년활동진흥원우리은행, 지역 상생 활동 동반 추진",20240612,"한국청소년활동진흥원과 우리은행이 기부물품을 전달하고 있다 한국청소년활동진흥원이사장 손연기과 우리은행은행장 조병규은 6월 11일 지역사회 상생 활동의 일환으로 서대문구에서 위탁 운영하는 정담은 푸드마켓에 500만원 상당의 식료품을 전달했다. 이번에 전달된 기부물품은 서대문구에 거주하고 있는 긴급지원대상자, 장애인, 독거노인 등 저소득 이웃들의 생활 안정에 보탬이 될 예정이다. 한국청소년활동진흥원과 우리은행은 지난 2023년 업무협약을 체결하고 상호협력을 기반으로 한 사회공헌 활동을 다각적으로 펼치고 있다. 손연기 이사장은 기부된 물품이 조금이나마 이웃들에게 도움이 되길 바란다며 앞으로도 우리은행과 더불어 지역 이웃들에게 관심을 기울여 지역 상생발전을 위해 노력하겠다고 전했다."
한국청소년활동진흥원,"국립청소년바이오생명센터, 추석 맞이 그룹홈 희망 나눔 물품 전달",20240923,"바이오생명센터원장 천왕우 및 임직원들과 코비그룹홈원장 김미화 물품 전달 후 기념촬영 한국청소년활동진흥원이사장 손연기이 운영하는 청소년 특화체험시설인 국립청소년바이오생명센터원장 천왕우, 이하 바이오생명센터는 13일 추석명절을 맞이해 김제 코비공동생활가정그룹홈을 방문해 희망 나눔 물품을 전달했다. 그룹홈은 가정보호가 필요한 아동청소년이 함께 생활하며 건강한 사회 구성원으로 자라날 수 있도록 양육하는 보호시설이다. 이번 희망 나눔 물품은 일상생활에 필요한 생활필수품과 그룹홈 아동청소년의 기호를 반영한 식품 등으로 구성했다. 영화 및 도서 등 다양한 문화 활동의 경험을 쌓고 학습지나 문구류 구입 등 교육 용도로 사용할 수 있도록 문화상품권도 함께 전달했다. 활동에 사용된 기금은 바이오생명센터 직원들이 매월 급여의 일부를 모아 마련된 사회공헌기금으로 운영됐다. 그룹홈 김미화 원장은 그룹홈이 많이 알려지지 않아 다른 시설에 비해 운영이 어려운 현실이라며 정성을 모아주신 직원분들께 감사하다고 말했다. 바이오생명센터는 평소에도 생명나눔 헌혈캠페인, 환경정화활동, 반려해변 가꾸기 등 다양한 사회공헌활동을 진행하고 있다. 바이오생명센터 천왕우 원장은 모두가 행복한 추석명절이 되기를 바라는 직원들의 마음을 담아 물품을 준비했다며 앞으로도 사회적 보호가 필요한 아동청소년을 위해 지속적인 나눔활동을 이어가겠다고 전했다."
